,Text,Dep,Head,Child
148429,Гэндальф,nsubj,нахмурился,[]
148556,Гэндальф,nsubj,сказал,[]
149085,Гэндальф,nsubj,принюхался,[]
149166,Гэндальф,nsubj,продолжают,[Арагорном]
149287,Гэндальф,nsubj,отозвался,[]
149380,Гэндальф,nsubj,отошли,[Арагорном]
149424,Гэндальф,nsubj,объявил,[]
149458,Гэндальф,nsubj,говорил,[]
149490,Гэндальф,nsubj,сказал,[]
149656,Гэндальф,nsubj,одобрил,[]
149914,Гэндальф,nsubj,остановился,[]
150096,Гэндальф,nsubj,отозвался,[]
150210,Гэндальф,nsubj,отозвался,[]
150554,Гэндальф,nsubj,сказал,[]
150941,Гэндальф,nsubj,откликнулся,[]
151079,Гэндальф,nsubj,согласился,[]
151138,Гэндальф,nsubj,взялся,[большой]
151228,Гэндальф,nsubj,был,[]
151580,Гэндальф,nsubj,пойдет,[]
151621,Гэндальф,nsubj,откликнулся,[]
152533,Гэндальф,nsubj,следовал,[]
152877,Гэндальф,nsubj,отозвался,[]
152979,Гэндальф,nsubj,выделил,[]
153035,Гэндальф,nsubj,ответил,[]
153122,Гэндальф,nsubj,подтвердил,[]
153248,Гэндальф,nsubj,сказал,[]
153333,Гэндальф,nsubj,сказал,[]
153495,Гэндальф,nsubj,возразил,[]
153797,Гэндальф,nsubj,возразил,[]
154009,Гэндальф,nsubj,воскликнул,[]
154177,Гэндальф,nsubj,сказал,[]
154449,Гэндальф,nsubj,откликнулся,[]
154838,Гэндальф,nsubj,встал,[]
154927,Гэндальф,nsubj,шагнули,[Арагорном]
155013,Гэндальф,nsubj,крикнул,[хоббитам]
155092,Гэндальф,nsubj,сделался,[]
155135,Гэндальф,nsubj,шагнул,[]
155376,Гэндальф,nsubj,сказал,[]
155506,Гэндальф,nsubj,сказал,[]
155628,Гэндальф,nsubj,продолжал,[]
155670,Гэндальф,nsubj,нашел,[]
155782,Гэндальф,nsubj,сбился,[]
155993,Гэндальф,nsubj,воскликнул,[]
156167,Гэндальф,nsubj,подивился,[]
156257,Гэндальф,nsubj,ним,"[–, Фродо]"
156377,Гэндальф,nsubj,молвил,[]
156508,Гэндальф,nsubj,покачал,[]
156559,Гэндальф,nsubj,развел,[]
156914,Гэндальф,nsubj,шел,[]
157121,Гэндальф,nsubj,воскликнул,[]
157220,Гэндальф,nsubj,вмешался,[]
157470,Гэндальф,nsubj,сказал,[]
157731,Гэндальф,nsubj,ожил,[]
157774,Гэндальф,nsubj,провел,[]
157974,Гэндальф,nsubj,добавил,[]
158061,Гэндальф,nsubj,добавил,[]
158173,Гэндальф,nsubj,сказал,[]
158276,Гэндальф,nsubj,проговорил,[]
158536,Гэндальф,nsubj,сдвинул,[]
158667,Гэндальф,nsubj,повернулся,[]
158818,Гэндальф,nsubj,повторял,[]
158891,Гэндальф,nsubj,подошел,[]
159103,Гэндальф,nsubj,тянет,[]
159110,Гэндальф,nsubj,обратил,[]
159270,Гэндальф,nsubj,торжествовал,[]
159387,Гэндальф,nsubj,торжествовал,[]
159693,Гэндальф,nsubj,закричал,[]
159751,Гэндальф,nsubj,переступил,[]
159787,Гэндальф,nsubj,повернулся,[]
159916,Гэндальф,nsubj,спустился,[]
159945,Гэндальф,nsubj,заключил,[]
160019,Гэндальф,nsubj,сказал,[]
160142,Гэндальф,nsubj,ответил,[]
160267,Гэндальф,nsubj,дал,[]
160454,Гэндальф,nsubj,возглавлял,[]
160837,Гэндальф,nsubj,советовался,[]
160948,Гэндальф,nsubj,шептались,[Гимли]
161598,Гэндальф,nsubj,озадачился,[]
161738,Гэндальф,nsubj,одернул,"[Мерри, Пиппина, бросившихся]"
161801,Гэндальф,nsubj,вытянул,[]
162008,Гэндальф,nsubj,вскинулся,[]
162170,Гэндальф,nsubj,подтвердил,[]
162320,Гэндальф,nsubj,спал,[]
162476,Гэндальф,nsubj,разбудил,[их]
162763,Гэндальф,nsubj,казался,[]
162912,Гэндальф,nsubj,сказал,[]
163648,Гэндальф,nsubj,переспросил,[]
163723,Гэндальф,nsubj,сказал,[]
164097,Гэндальф,nsubj,кивнул,[]
164487,Гэндальф,nsubj,приветствовал,[]
164577,Гэндальф,nsubj,решил,[]
164635,Гэндальф,nsubj,ответил,[]
165031,Гэндальф,nsubj,приветствовал,[]
165121,Гэндальф,nsubj,решил,[]
165179,Гэндальф,nsubj,ответил,[]
