,Text,Dep,Head,Child
278788,Леголас,nsubj,звучал,"[два, достойный]"
278821,Леголас,nsubj,отозвался,[]
280344,Леголас,nsubj,ехали,[Гимли]
280364,Леголас,nsubj,сказал,[Гэндальфу]
280423,Леголас,nsubj,вертел,[]
280547,Леголас,nsubj,возразил,[]
280783,Леголас,nsubj,сказал,[]
281178,Леголас,nsubj,улыбнулся,[]
281436,Леголас,nsubj,признался,[]
281557,Леголас,nsubj,заверил,[]
281678,Леголас,nsubj,заверил,[]
281864,Леголас,nsubj,оглянулся,[]
281906,Леголас,nsubj,поворачивал,[]
282614,Леголас,nsubj,последовал,[]
286214,Леголас,nsubj,рассмеялся,[]
286927,Леголас,nsubj,пригляделся,[]
287314,Леголас,nsubj,заметил,[]
287390,Леголас,nsubj,сказал,[]
288103,Леголас,nsubj,рассмеялся,[]
288317,Леголас,nsubj,воскликнул,[]
288973,Леголас,nsubj,сказал,[слушавший]
289156,Леголас,nsubj,лежал,[]
289619,Леголас,nsubj,добавил,[]
297127,Леголас,nsubj,воскликнул,[]
297299,Леголас,nsubj,воскликнул,[]
303235,Леголас,nsubj,ответил,[]
303354,Леголас,nsubj,сказал,[]
303442,Леголас,nsubj,возразил,[]
405831,Леголас,nsubj,стояли,"[Гимли, Ародом]"
407176,Леголас,nsubj,сказал,[хоббиту]
407397,Леголас,nsubj,ответил,[]
407507,Леголас,nsubj,добавил,[]
407637,Леголас,nsubj,покачал,[]
408671,Леголас,nsubj,показались,[Гимли]
409492,Леголас,nsubj,вытерпел.–Говори,[]
410439,Леголас,nsubj,сказал,[]
410823,Леголас,nsubj,оседлали,[Гимли]
413008,Леголас,nsubj,остался,[Только]
413175,Леголас,nsubj,закрыл,[]
414144,Леголас,nsubj,обернулся,[]
414193,Леголас,nsubj,воскликнул,[]
458794,Леголас,nsubj,испросили,[Гимли]
458984,Леголас,nsubj,посетовал,[]
459143,Леголас,nsubj,молвил,[]
459204,Леголас,nsubj,поклонился,[]
459278,Леголас,nsubj,молвил,[]
459366,Леголас,nsubj,возразил,[]
459440,Леголас,nsubj,вздохнул,[]
459546,Леголас,nsubj,вглядывался,[смолк]
460051,Леголас,nsubj,поправил,[]
460147,Леголас,nsubj,поправил,[]
460270,Леголас,nsubj,хорошо,[сдался:–Ну]
460694,Леголас,nsubj,остановился,[]
461244,Леголас,nsubj,согласился,[]
461952,Леголас,nsubj,кивнул,[]
462071,Леголас,nsubj,добавил,[]
465013,Леголас,nsubj,ехали,[Гимли]
466560,Леголас,nsubj,мог,[только]
504269,Леголас,nsubj,поднялся,[]
504479,Леголас,nsubj,спустился,[]
515548,Леголас,nsubj,сдержал,[]
