,Text,Dep,Head,Child
308273,Арагорн,nsubj,спросил,[бесстрастно.–В]
308435,Арагорн,nsubj,подтвердил,[]
308963,Арагорн,nsubj,поспешил,[]
309023,Арагорн,nsubj,передал,[]
309158,Арагорн,nsubj,осадил,[]
309228,Арагорн,nsubj,осадил,[]
334574,Арагорн,nsubj,зашипел,"[По, нашел, !]"
334941,Арагорн,nsubj,растолковал,[]
334978,Арагорн,nsubj,далеко,[]
345479,Арагорн,nsubj,происходит,[]
345547,Арагорн,nsubj,доберется,"[этот, самый]"
353609,Арагорн,nsubj,обязан,[]
389885,Арагорн,nsubj,ведет,"[наследник, потомок, ,]"
390336,Арагорн,nsubj,встречаются,[спутники]
394804,Бродяга,nsubj,провинился,[]
398873,Арагорн,nsubj,Отряда,"[наверное, только, –Арагорн]"
405845,Арагорн,nsubj,подытожил,[]
405901,Арагорн,nsubj,ответил,[]
405966,Арагорн,nsubj,молвил,[]
406065,Арагорн,nsubj,сказал,[]
406214,Арагорн,nsubj,спешился,[]
406583,Арагорн,nsubj,бросился,[]
406681,Арагорн,nsubj,объявил,[]
406765,Арагорн,nsubj,удивился,[]
406820,Арагорн,nsubj,удивился,[]
406901,Арагорн,nsubj,ехал,[]
406958,Арагорн,nsubj,молвил,[]
407095,Арагорн,nsubj,молвил,[]
407106,Арагорн,nsubj,поглядел,[]
407608,Арагорн,nsubj,нуждается,[]
408294,Арагорн,nsubj,где,[]
408588,Арагорн,nsubj,шли,[Халбарадом]
408815,Арагорн,nsubj,себе,"[медлил.–Три, дня, сказал]"
409025,Арагорн,nsubj,повторил,[]
409122,Арагорн,nsubj,отозвался,[]
409319,Арагорн,nsubj,смотрел,[]
409426,Арагорн,nsubj,сказал,[]
409474,Арагорн,nsubj,ел,[]
409918,Арагорн,nsubj,ответил,[]
410057,Арагорн,nsubj,продолжал,[]
410157,Арагорн,nsubj,ответил,[]
410202,Арагорн,nsubj,вспомнит,[]
410352,Арагорн,nsubj,отозвался,[]
410483,Арагорн,nsubj,ответил,[]
410753,Арагорн,nsubj,поднялся,[]
410830,Арагорн,nsubj,вскочил,[]
411056,Арагорн,nsubj,ответил,[]
411145,Арагорн,nsubj,отвечал,[]
411244,Арагорн,nsubj,покачал,[]
411362,Арагорн,nsubj,молвил,[]
411442,Арагорн,nsubj,возразил,[]
411550,Арагорн,nsubj,подходил,[]
411578,Арагорн,nsubj,обернулся,[]
411844,Арагорн,nsubj,возразил,[]
411963,Арагорн,nsubj,молвил,[]
412033,Арагорн,nsubj,возразил,[]
412152,Арагорн,nsubj,молвил,[]
412397,Арагорн,nsubj,сказал,[]
412480,Арагорн,nsubj,собирался,[]
412668,Арагорн,nsubj,ответил,[]
412950,Арагорн,nsubj,спустились,[спутники]
413065,Арагорн,nsubj,сказал,[]
413285,Арагорн,nsubj,запасся,[]
413500,Арагорн,nsubj,приостановился,[]
413566,Арагорн,nsubj,стоит,[]
413702,Арагорн,nsubj,притронулся,[]
414388,Арагорн,nsubj,крикнул,[]
414762,Арагорн,nsubj,спешился,[]
414794,Арагорн,nsubj,настал,[воскликнул:–Ваш]
414944,Арагорн,nsubj,поднялся,[]
417657,Арагорн,nsubj,побывал,[]
417755,Арагорн,nsubj,говорил,[]
418338,Бродяга,nsubj,где,[простите]
419137,Арагорн,nsubj,сможет,[и]
425408,Арагорн,nsubj,выглядел,[]
445943,Арагорн,nsubj,шел,"[сам, высокий, величественный]"
446002,Арагорн,nsubj,сказал,[]
446095,Арагорн,nsubj,отозвался,[]
446294,Арагорн,nsubj,направили,"[Эомер, Имрахил]"
452508,Арагорн,nsubj,возвращались,"[Эомер, князь]"
452526,Арагорн,nsubj,молвил:–Посмотрите,[]
452661,Арагорн,nsubj,ответил,[]
452771,Арагорн,nsubj,повернулся,[]
453436,Арагорн,nsubj,молвил,[]
453537,Арагорн,nsubj,вошел,[]
453855,Арагорн,nsubj,подошел,[]
454090,Арагорн,nsubj,ответил,[]
