,Text,Dep,Head,Child
116887,Фродо,nsubj,ответил,[]
117204,Фродо,nsubj,слушал,[]
117250,Фродо,nsubj,узнал,[]
117527,Фродо,nsubj,выказывал,[]
117684,Фродо,nsubj,спросил,[]
117880,Фродо,nsubj,обещал,[]
117922,Фродо,nsubj,ответил,[]
118000,Фродо,nsubj,обнаружил,[]
118094,Фродо,nsubj,глядел,[]
118117,Фродо,nsubj,приметил,[]
118151,Фродо,nsubj,подивился,[]
118261,Фродо,nsubj,вскричал,[]
118330,Фродо,nsubj,спросил,[]
118425,Фродо,nsubj,заметил,[]
118581,Фродо,nsubj,устроились,[Бильбо]
119063,Фродо,nsubj,отозвался,[]
119091,Фродо,nsubj,одевался,[]
119127,Фродо,nsubj,отдернул,[рывком]
119178,Фродо,nsubj,захотелось,[]
119431,Фродо,nsubj,ахнул,[]
119592,Фродо,nsubj,ахнул,[]
119949,Фродо,nsubj,оставалось,[]
119995,Фродо,nsubj,смог,[]
120025,Фродо,nsubj,почувствовал,[]
120773,Фродо,nsubj,открыл,[]
120800,Фродо,nsubj,открыл,[]
121212,Фродо,nsubj,сказал,[]
121394,Фродо,nsubj,мечтал,[]
121491,Фродо,nsubj,удивился,[]
121802,Фродо,nsubj,пошел,[]
121875,Фродо,nsubj,проснулся,[]
122001,Фродо,nsubj,рассмеялся,[]
122256,Фродо,nsubj,пошел,[]
122329,Фродо,nsubj,проснулся,[]
122455,Фродо,nsubj,рассмеялся,[]
122552,Фродо,nsubj,поспешили,[Бильбо]
122585,Фродо,nsubj,повстречал,[]
122667,Фродо,nsubj,узнал,[]
122827,Фродо,nsubj,показался,[жестким]
123015,Фродо,nsubj,слышал,[]
123043,Фродо,nsubj,навострил,[]
124650,Фродо,nsubj,выдержал,[]
126787,Фродо,nsubj,закричал,[потрясенный]
127149,Фродо,nsubj,чувствовал,[]
128436,Фродо,nsubj,согласился,[]
134800,Фродо,nsubj,поспешил,[]
134929,Фродо,nsubj,закричал,[]
136253,Фродо,nsubj,застал,[]
136365,Фродо,nsubj,уехал,[]
136504,Фродо,nsubj,задержался,[]
136556,Фродо,nsubj,встревожился,[]
136575,Фродо,nsubj,успокоил,[]
137353,Фродо,nsubj,грозит,[]
138973,Фродо,nsubj,почувствовал,[]
140982,Фродо,nsubj,оглядел,[]
141005,Фродо,nsubj,почувствовал,[]
141445,Фродо,nsubj,усмехнулся,[]
142196,Фродо,nsubj,пришел,[]
142280,Фродо,nsubj,спросил,[]
142303,Фродо,nsubj,спросил,[]
142574,Фродо,nsubj,видел,[]
143093,Фродо,nsubj,проговорил,[]
144024,Фродо,nsubj,присоединялся,[]
144102,Фродо,nsubj,удалялись,"[,, Сэм]"
144163,Фродо,nsubj,пришел,[]
144296,Фродо,nsubj,рассыпался,[]
144571,Фродо,nsubj,согласился,[]
144586,Фродо,nsubj,натянул,[]
144668,Фродо,nsubj,сказал,[тронутый]
146649,Фродо,nsubj,запомнил,[]
146968,Фродо,nsubj,различил,[]
147125,Фродо,nsubj,молвил,[]
148607,Фродо,nsubj,проворчал,[]
148793,Фродо,nsubj,догадывался,[]
148887,Фродо,nsubj,увидел,[]
149404,Фродо,nsubj,наблюдал,[]
149469,Фродо,nsubj,рад,[]
149763,Фродо,nsubj,почувствовал,[]
149795,Фродо,nsubj,различал,[]
150860,Фродо,nsubj,ответил,[]
150982,Фродо,nsubj,почувствовал,[]
151371,Фродо,nsubj,устало,[]
151847,Фродо,nsubj,заметил,[]
152559,Фродо,nsubj,сидел,[]
153076,Фродо,nsubj,хотел,[]
153219,Фродо,nsubj,сказал,[]
154976,Фродо,nsubj,проснулся,[]
155037,Фродо,nsubj,увидел,[]
156534,Фродо,nsubj,ахнул,[]
156827,Фродо,nsubj,передернуло,[]
157033,Фродо,nsubj,видел,[таких]
158133,Фродо,nsubj,спросил,[пытавшийся]
159045,Фродо,nsubj,вздрогнул,[]
160005,Фродо,nsubj,припомнил,[]
160088,Фродо,nsubj,выбрало,[именно]
160208,Фродо,nsubj,взмолился,[]
160507,Фродо,nsubj,шел,[]
161216,Фродо,nsubj,повеселел,[]
161283,Фродо,nsubj,заметил,[]
161431,Фродо,nsubj,чудилось,[]
161467,Фродо,nsubj,мог,[]
162662,Фродо,nsubj,повеселел,[]
164125,Фродо,nsubj,промолчал,[]
164183,Фродо,nsubj,забыл,[]
164279,Фродо,nsubj,выпала,[]
164306,Фродо,nsubj,вслушивался,[]
164344,Фродо,nsubj,почудилось,[]
164369,Фродо,nsubj,вздрогнул,[]
164432,Фродо,nsubj,уснул,[]
164479,Фродо,nsubj,утро,[сел.–Доброе]
164888,Фродо,nsubj,почудилось,[]
164913,Фродо,nsubj,вздрогнул,[]
164976,Фродо,nsubj,уснул,[]
165023,Фродо,nsubj,утро,[сел.–Доброе]
165431,Фродо,nsubj,пробормотал,[]
165500,Фродо,nsubj,проговорил,[]
165523,Фродо,nsubj,подумал,[]
165749,Фродо,nsubj,видели,"[Гимли, стоявшие]"
167399,Фродо,nsubj,Тут,[]
167819,Фродо,nsubj,отбросило,[]
167911,Фродо,nsubj,подхватил,[сползшего]
167999,Фродо,nsubj,проговорил,[]
168148,Фродо,nsubj,дышал,[]
168163,Фродо,nsubj,почудилось,[]
168945,Фродо,nsubj,переспросил,[]
169034,Фродо,nsubj,улыбнулся,[]
169097,Фродо,nsubj,понял,[]
169592,Фродо,nsubj,просвистела,[]
169768,Фродо,nsubj,оглянулся,[]
171015,Фродо,nsubj,слышал,[]
171921,Фродо,nsubj,последовал,[]
172461,Фродо,nsubj,удавалось,[Сэму]
173312,Фродо,nsubj,ощутил,[]
173638,Фродо,nsubj,ответил,[]
173691,Фродо,nsubj,обернулся,[]
