Text,Head
гном,Гимли
крепкий,Гимли
крепкий,Гимли
добрый,Гимли
гном,Гимли
достойный,Гимли
достойный,Гимли
дорогой,Гимли
испуганный,Гимли
достойный,Гимли
достойный,Гимли
